"INDICATOR","HFA_221"
"","NORDIC","ALL","1970","5.68"
"","NORDIC","ALL","1971","5.87"
"","NORDIC","ALL","1972","5.58"
"","NORDIC","ALL","1973","5.88"
"","NORDIC","ALL","1974","5.66"
"","NORDIC","ALL","1975","5.32"
"","NORDIC","ALL","1976","5.85"
"","NORDIC","ALL","1977","5.51"
"","NORDIC","ALL","1978","5.37"
"","NORDIC","ALL","1979","5.91"
"","NORDIC","ALL","1980","6.47"
"","NORDIC","ALL","1981","6.03"
"","NORDIC","ALL","1982","5.81"
"","NORDIC","ALL","1983","6.37"
"","NORDIC","ALL","1984","5.65"
"","NORDIC","ALL","1985","6.33"
"","NORDIC","ALL","1986","5.96"
"","NORDIC","ALL","1987","5.51"
"","NORDIC","ALL","1988","5.23"
"","NORDIC","ALL","1989","5.18"
"","NORDIC","ALL","1990","4.99"
"","NORDIC","ALL","1991","4.74"
"","NORDIC","ALL","1992","4.37"
"","NORDIC","ALL","1993","4.07"
"","NORDIC","ALL","1994","4.03"
"","NORDIC","ALL","1995","4.04"
"","NORDIC","ALL","1996","4.42"
"","NORDIC","ALL","1997","4.36"
"","NORDIC","ALL","1998","4.73"
"","NORDIC","ALL","1999","4.8"
"","NORDIC","ALL","2000","4.27"
"","NORDIC","ALL","2001","4.11"
"","NORDIC","ALL","2002","3.98"
"","NORDIC","ALL","2003","3.95"
"","NORDIC","ALL","2004","3.51"
"","NORDIC","ALL","2005","3.45"
"","NORDIC","ALL","2006","3.51"
"","NORDIC","ALL","2007","3.55"
"","NORDIC","ALL","2008","3.39"
"","NORDIC","ALL","2009","3.71"
"","NORDIC","ALL","2010","3.25"
"","NORDIC","ALL","2011","3.58"
"","NORDIC","ALL","2012","3.23"
"","NORDIC","ALL","2013","3.25"
"","NORDIC","ALL","2014","2.94"
"","NORDIC","ALL","2015","3.11"
"","NORDIC","ALL","2016","3.22"
"","NORDIC","ALL","2017","3.07"
"","NORDIC","ALL","2018","3.12"
"","NORDIC","ALL","2019","2.92"
"","NORDIC","ALL","2020","2.66"
"","NORDIC","ALL","2021","2.43"
"POL","","ALL","1969","7.09"
"POL","","ALL","1970","9.85"
"POL","","ALL","1971","9.77"
"POL","","ALL","1972","7.43"
"POL","","ALL","1973","7.95"
"POL","","ALL","1974","6.64"
"POL","","ALL","1975","7.13"
"POL","","ALL","1976","6.76"
"POL","","ALL","1977","7.67"
"POL","","ALL","1978","8.95"
"POL","","ALL","1979","7.64"
"POL","","ALL","1980","8.29"
"POL","","ALL","1981","8.03"
"POL","","ALL","1982","8.06"
"POL","","ALL","1983","8.88"
"POL","","ALL","1984","9.48"
"POL","","ALL","1985","10.48"
"POL","","ALL","1986","9.5"
"POL","","ALL","1987","8.53"
"POL","","ALL","1988","7.64"
"POL","","ALL","1989","8.08"
"POL","","ALL","1990","7.03"
"POL","","ALL","1991","6.97"
"POL","","ALL","1992","5.66"
"POL","","ALL","1993","5.72"
"POL","","ALL","1994","4.86"
"POL","","ALL","1995","4.56"
"POL","","ALL","1996","4.59"
"POL","","ALL","1999","4.68"
"POL","","ALL","2000","4.75"
"POL","","ALL","2001","3.68"
"POL","","ALL","2002","3.59"
"POL","","ALL","2003","3.77"
"POL","","ALL","2004","3.71"
"POL","","ALL","2005","3.8"
"POL","","ALL","2006","3.52"
"POL","","ALL","2007","4.2"
"POL","","ALL","2008","3.83"
"POL","","ALL","2009","3.8"
"POL","","ALL","2010","3.07"
"POL","","ALL","2011","3.21"
"POL","","ALL","2012","2.83"
"POL","","ALL","2013","3.06"
"POL","","ALL","2014","2.37"
"POL","","ALL","2015","2.74"
"POL","","ALL","2016","2.48"
"POL","","ALL","2017","2.63"
"POL","","ALL","2018","2.65"
"POL","","ALL","2019","2.31"
"POL","","ALL","2020","2.16"
"POL","","ALL","2021","1.81"
"PRT","","ALL","1971","13.48"
"PRT","","ALL","1972","11.1"
"PRT","","ALL","1973","11.91"
"PRT","","ALL","1974","11.57"
"PRT","","ALL","1975","11.25"
"PRT","","ALL","1976","10.9"
"PRT","","ALL","1977","9.89"
"PRT","","ALL","1978","9.57"
"PRT","","ALL","1979","8.23"
"PRT","","ALL","1980","7.42"
"PRT","","ALL","1981","6.98"
"PRT","","ALL","1982","6.3"
"PRT","","ALL","1983","6.17"
"PRT","","ALL","1984","5.56"
"PRT","","ALL","1985","5.47"
"PRT","","ALL","1986","4.08"
"PRT","","ALL","1987","3.42"
"PRT","","ALL","1988","3.17"
"PRT","","ALL","1989","2.95"
"PRT","","ALL","1990","3.09"
"PRT","","ALL","1991","2.59"
"PRT","","ALL","1992","2.19"
"PRT","","ALL","1993","2.05"
"PRT","","ALL","1994","1.81"
"PRT","","ALL","1995","1.6"
"PRT","","ALL","1996","1.8"
"PRT","","ALL","1997","1.69"
"PRT","","ALL","1998","1.22"
"PRT","","ALL","1999","1.05"
"PRT","","ALL","2000","0.96"
"PRT","","ALL","2001","1.03"
"PRT","","ALL","2002","3.26"
"PRT","","ALL","2003","2.77"
"PRT","","ALL","2007","1.78"
"PRT","","ALL","2008","1.69"
"PRT","","ALL","2009","1.61"
"PRT","","ALL","2010","1.66"
"PRT","","ALL","2011","1.83"
"PRT","","ALL","2012","1.4"
"PRT","","ALL","2013","1.43"
"PRT","","ALL","2014","1.6"
"PRT","","ALL","2015","1.41"
"PRT","","ALL","2016","1.91"
"PRT","","ALL","2017","1.51"
"PRT","","ALL","2018","1.89"
"ROU","","ALL","1969","17.96"
"ROU","","ALL","1970","14.18"
"ROU","","ALL","1971","14.41"
"ROU","","ALL","1972","12.5"
"ROU","","ALL","1973","15.1"
"ROU","","ALL","1974","13.55"
"ROU","","ALL","1975","13.34"
"ROU","","ALL","1976","12.87"
"ROU","","ALL","1977","12.82"
"ROU","","ALL","1978","12.88"
"ROU","","ALL","1980","9.05"
"ROU","","ALL","1981","8.1"
"ROU","","ALL","1982","7.81"
"ROU","","ALL","1983","7.76"
"ROU","","ALL","1984","6.65"
"ROU","","ALL","1985","6.96"
"ROU","","ALL","1986","5.97"
"ROU","","ALL","1987","5.49"
"ROU","","ALL","1988","5.23"
"ROU","","ALL","1989","4.58"
"ROU","","ALL","1990","4.5"
"ROU","","ALL","1991","4.62"
"ROU","","ALL","1992","4.41"
"ROU","","ALL","1993","3.08"
"ROU","","ALL","1994","2.87"
"ROU","","ALL","1995","2.53"
"ROU","","ALL","1996","2.73"
"ROU","","ALL","1997","2.14"
"ROU","","ALL","1998","1.74"
"ROU","","ALL","1999","7.02"
"ROU","","ALL","2000","6.27"
"ROU","","ALL","2001","6.16"
"ROU","","ALL","2002","6.61"
"ROU","","ALL","2003","6.33"
"ROU","","ALL","2004","5.9"
"ROU","","ALL","2005","5.63"
"ROU","","ALL","2006","5.08"
"ROU","","ALL","2007","5.18"
"ROU","","ALL","2008","5.49"
"ROU","","ALL","2009","5.99"
"ROU","","ALL","2010","5.29"
"ROU","","ALL","2011","5.24"
"ROU","","ALL","2012","5.08"
"ROU","","ALL","2013","4.89"
"ROU","","ALL","2014","5.7"
"ROU","","ALL","2015","6.01"
"ROU","","ALL","2016","6.05"
"ROU","","ALL","2017","6.07"
"ROU","","ALL","2018","5.97"
"ROU","","ALL","2019","5.79"
"RUS","","ALL","1980","24.21"
"RUS","","ALL","1981","25.11"
"RUS","","ALL","1982","23.49"
"RUS","","ALL","1983","24.13"
"RUS","","ALL","1984","28.19"
"RUS","","ALL","1985","31.25"
"RUS","","ALL","1986","28.02"
"RUS","","ALL","1987","29.06"
"RUS","","ALL","1988","32.11"
"RUS","","ALL","1989","32.61"
"RUS","","ALL","1990","35.13"
"RUS","","ALL","1991","32.48"
"RUS","","ALL","1992","32.8"
"RUS","","ALL","1993","39.16"
"RUS","","ALL","1994","40.98"
"RUS","","ALL","1995","36.08"
"RUS","","ALL","1996","34.35"
"RUS","","ALL","1997","33.71"
"RUS","","ALL","1998","29.94"
"","SEEHN","ALL","1985","9.59"
"","SEEHN","ALL","1986","7.47"
"","SEEHN","ALL","1987","6.93"
"","SEEHN","ALL","1988","7.55"
"","SEEHN","ALL","1989","7.97"
"","SEEHN","ALL","1990","7.62"
"","SEEHN","ALL","1991","5.51"
"","SEEHN","ALL","1992","5.28"
"","SEEHN","ALL","1993","4.59"
"","SEEHN","ALL","1994","4.64"
"","SEEHN","ALL","1995","4.36"
"","SEEHN","ALL","1996","4.15"
"","SEEHN","ALL","1997","3.76"
"","SEEHN","ALL","1998","3.6"
"","SEEHN","ALL","1999","5.75"
"","SEEHN","ALL","2000","5.47"
"","SEEHN","ALL","2001","4.87"
"","SEEHN","ALL","2002","5.07"
"","SEEHN","ALL","2003","4.99"
"","SEEHN","ALL","2004","4.54"
"","SEEHN","ALL","2005","5.06"
"","SEEHN","ALL","2006","4.49"
"","SEEHN","ALL","2007","4.4"
"","SEEHN","ALL","2008","4.41"
"","SEEHN","ALL","2009","4.53"
"","SEEHN","ALL","2010","4.29"
"","SEEHN","ALL","2011","4.01"
"","SEEHN","ALL","2012","3.98"
"","SEEHN","ALL","2013","3.88"
"","SEEHN","ALL","2014","4.21"
"","SEEHN","ALL","2015","4.28"
"","SEEHN","ALL","2016","4.3"
"","SEEHN","ALL","2017","4.35"
"","SEEHN","ALL","2018","4.12"
"","SEEHN","ALL","2019","4.22"
"","SEEHN","ALL","2021","3.88"
"","SMALL","ALL","1997","2.25"
"","SMALL","ALL","2000","2.84"
"","SMALL","ALL","2001","1.73"
"","SMALL","ALL","2002","2.18"
"","SMALL","ALL","2003","1.59"
"","SMALL","ALL","2004","2.02"
"","SMALL","ALL","2005","2.16"
"","SMALL","ALL","2006","1.85"
"","SMALL","ALL","2007","1.68"
"","SMALL","ALL","2008","1.33"
"","SMALL","ALL","2009","1.74"
"","SMALL","ALL","2010","1.15"
"","SMALL","ALL","2011","1.55"
"","SMALL","ALL","2012","1.54"
"","SMALL","ALL","2013","1.56"
"","SMALL","ALL","2014","1.9"
"","SMALL","ALL","2015","1.7"
"","SMALL","ALL","2016","2.14"
"","SMALL","ALL","2017","1.86"
"","SMALL","ALL","2019","2.7"
"SMR","","ALL","1997","4.16"
"SMR","","ALL","2005","0"
"SRB","","ALL","1998","6.42"
"SRB","","ALL","1999","7.04"
"SRB","","ALL","2000","6.69"
"SRB","","ALL","2001","4.99"
"SRB","","ALL","2002","4.86"
"SRB","","ALL","2003","5.45"
"SRB","","ALL","2004","5.36"
"SRB","","ALL","2005","5.76"
"SRB","","ALL","2006","4.34"
"SRB","","ALL","2007","4.93"
"SRB","","ALL","2008","5"
"SRB","","ALL","2009","5.04"
"SRB","","ALL","2010","4.9"
"SRB","","ALL","2011","5.04"
"SRB","","ALL","2012","4.76"
"SRB","","ALL","2013","4.72"
"SRB","","ALL","2014","5.38"
"SRB","","ALL","2015","5.54"
"SRB","","ALL","2016","5.52"
"SRB","","ALL","2017","5.81"
"SRB","","ALL","2018","5.3"
"SRB","","ALL","2019","5.63"
"SRB","","ALL","2020","5.3"
"SRB","","ALL","2021","4.26"
"SRB","","ALL","2022","4.42"
"SVK","","ALL","1986","31.97"
"SVK","","ALL","1987","32.91"
"SVK","","ALL","1988","27.03"
"SVK","","ALL","1989","26.11"
"SVK","","ALL","1990","12.11"
"SVK","","ALL","1991","14.57"
"SVK","","ALL","1992","3.83"
"SVK","","ALL","1993","3.45"
"SVK","","ALL","1994","1.73"
"SVK","","ALL","1995","3.03"
"SVK","","ALL","1996","2.09"
"SVK","","ALL","1997","1.65"
"SVK","","ALL","1998","3.72"
"SVK","","ALL","1999","4.05"
"SVK","","ALL","2000","3.89"
"SVK","","ALL","2001","3.23"
"SVK","","ALL","2002","3.48"
"SVK","","ALL","2003","3.56"
"SVK","","ALL","2004","3.6"
"SVK","","ALL","2005","3.46"
"SVK","","ALL","2006","3.2"
"SVK","","ALL","2007","3.4"
"SVK","","ALL","2008","3.06"
"SVK","","ALL","2009","3.42"
"SVK","","ALL","2010","3.57"
"SVK","","ALL","2012","4.4"
"SVK","","ALL","2013","3.88"
"SVK","","ALL","2014","3.36"
"SVK","","ALL","2016","3.32"
"SVK","","ALL","2017","3.5"
"SVK","","ALL","2018","3.76"
"SVK","","ALL","2019","3.18"
"SVK","","ALL","2020","3.12"
"SVK","","ALL","2021","2.93"
"SVN","","ALL","1985","5.99"
"SVN","","ALL","1986","5.31"
"SVN","","ALL","1987","4.7"
"SVN","","ALL","1988","4.03"
"SVN","","ALL","1989","4.64"
"SVN","","ALL","1990","6.44"
"SVN","","ALL","1991","3.41"
"SVN","","ALL","1992","3.8"
"SVN","","ALL","1993","4.17"
"SVN","","ALL","1994","2.05"
"SVN","","ALL","1995","2.15"
"SVN","","ALL","1996","2.07"
"SVN","","ALL","1997","3.65"
"SVN","","ALL","1998","4.28"
"SVN","","ALL","1999","3.77"
"SVN","","ALL","2000","4.32"
"SVN","","ALL","2001","2.97"
"SVN","","ALL","2002","3.27"
"SVN","","ALL","2003","2.35"
"SVN","","ALL","2004","2.4"
"SVN","","ALL","2005","2.79"
"SVN","","ALL","2006","1.71"
"SVN","","ALL","2007","1.66"
"SVN","","ALL","2008","2.05"
"SVN","","ALL","2009","1.5"
"SVN","","ALL","2010","1.94"
"SVN","","ALL","2011","2.01"
"SVN","","ALL","2012","1.7"
"SVN","","ALL","2013","1.36"
"SVN","","ALL","2014","1.15"
"SVN","","ALL","2015","1.61"
"SVN","","ALL","2016","1.52"
"SVN","","ALL","2017","1.5"
"SVN","","ALL","2018","1.1"
"SVN","","ALL","2019","1.8"
"SVN","","ALL","2020","0.9"
"SWE","","ALL","1969","3.63"
"SWE","","ALL","1970","3.07"
"SWE","","ALL","1971","3.94"
"SWE","","ALL","1972","3.77"
"SWE","","ALL","1973","4.21"
"SWE","","ALL","1974","3.57"
"SWE","","ALL","1975","3.77"
"SWE","","ALL","1976","4.05"
"SWE","","ALL","1977","4.22"
"SWE","","ALL","1978","4.02"
"SWE","","ALL","1979","4.84"
"SWE","","ALL","1980","5.59"
"SWE","","ALL","1981","4.71"
"SWE","","ALL","1982","4.82"
"SWE","","ALL","1983","4.54"
"SWE","","ALL","1984","3.81"
"SWE","","ALL","1985","4.34"
"SWE","","ALL","1986","4.12"
"SWE","","ALL","1987","3.66"
"SWE","","ALL","1988","3.49"
"SWE","","ALL","1989","2.94"
"SWE","","ALL","1990","3.04"
"SWE","","ALL","1991","3.26"
"SWE","","ALL","1992","2.33"
"SWE","","ALL","1993","2.29"
"SWE","","ALL","1994","2.34"
"SWE","","ALL","1995","1.82"
"SWE","","ALL","1996","1.88"
"SWE","","ALL","1997","2.8"
"SWE","","ALL","1998","2.67"
"SWE","","ALL","1999","3.12"
"SWE","","ALL","2000","2.62"
"SWE","","ALL","2001","2.58"
"SWE","","ALL","2002","2.8"
"SWE","","ALL","2003","2.52"
"SWE","","ALL","2004","2.43"
"SWE","","ALL","2005","2.54"
"SWE","","ALL","2006","2.19"
"SWE","","ALL","2007","2.38"
"SWE","","ALL","2008","2.28"
"SWE","","ALL","2009","2.15"
"SWE","","ALL","2010","2.11"
"SWE","","ALL","2011","2.2"
"SWE","","ALL","2012","1.99"
"SWE","","ALL","2013","2.07"
"SWE","","ALL","2014","1.73"
"SWE","","ALL","2015","1.85"
"SWE","","ALL","2016","1.91"
"SWE","","ALL","2017","1.76"
"SWE","","ALL","2018","1.85"
"SWE","","ALL","2019","1.53"
"SWE","","ALL","2020","1.45"
"SWE","","ALL","2021","1.12"
"SWE","","ALL","2022","1.25"
"TJK","","ALL","1981","14.97"
"TJK","","ALL","1982","17.17"
"TJK","","ALL","1985","29.24"
"TJK","","ALL","1986","31.39"
"TJK","","ALL","1987","31.13"
"TJK","","ALL","1988","30.47"
"TJK","","ALL","1989","24.49"
"TJK","","ALL","1990","25.73"
"TJK","","ALL","1991","32.08"
"TJK","","ALL","1992","38.84"
"TJK","","ALL","1993","44.7"
"TJK","","ALL","1994","48.17"
"TJK","","ALL","1995","35.59"
"TJK","","ALL","1996","32.89"
"TJK","","ALL","1997","26.58"
"TJK","","ALL","1998","30.68"
"TJK","","ALL","1999","26.31"
"TJK","","ALL","2000","33.92"
"TJK","","ALL","2001","33.24"
"TJK","","ALL","2002","35.12"
"TJK","","ALL","2003","35.83"
"TJK","","ALL","2004","30.74"
"TJK","","ALL","2005","26.78"
"TJK","","ALL","2017","4.8"
"TKM","","ALL","1981","63.92"
"TKM","","ALL","1982","50.4"
"TKM","","ALL","1985","56.78"
"TKM","","ALL","1986","54.35"
"TKM","","ALL","1987","49.16"
"TKM","","ALL","1988","48.81"
"TKM","","ALL","1989","40.68"
"TKM","","ALL","1990","43.62"
"TKM","","ALL","1991","13.83"
"TKM","","ALL","1992","11.17"
"TKM","","ALL","1993","14.4"
"TKM","","ALL","1994","52.98"
"TKM","","ALL","1995","42.1"
"TKM","","ALL","1996","43.12"
"TKM","","ALL","1997","32.45"
"TKM","","ALL","1998","27.95"
"TUR","","ALL","2009","6.79"
"TUR","","ALL","2010","5.6"
"TUR","","ALL","2011","6.98"
"TUR","","ALL","2012","5.96"
"TUR","","ALL","2013","6.83"
"TUR","","ALL","2014","6.53"
"TUR","","ALL","2015","6.53"
"TUR","","ALL","2016","6.4"
"TUR","","ALL","2017","5.65"
"TUR","","ALL","2018","5.44"
"TUR","","ALL","2019","5.21"
"UKR","","ALL","1981","26.57"
"UKR","","ALL","1982","25.05"
"UKR","","ALL","1985","43.24"
"UKR","","ALL","1986","40.65"
"UKR","","ALL","1987","43.29"
"UKR","","ALL","1988","46.05"
"UKR","","ALL","1989","45.43"
"UKR","","ALL","1990","47.78"
"UKR","","ALL","1991","49.86"
"UKR","","ALL","1992","49.86"
"UKR","","ALL","1993","54.42"
"UKR","","ALL","1994","57.62"
"UKR","","ALL","1995","57.91"
"UKR","","ALL","1996","55.95"
"UKR","","ALL","1997","52.74"
"UKR","","ALL","1998","46.72"
"UKR","","ALL","1999","46.7"
"UKR","","ALL","2000","45.69"
"UKR","","ALL","2001","39.85"
"UKR","","ALL","2002","36.48"
"UKR","","ALL","2003","33.79"
"UKR","","ALL","2004","31.16"
"UZB","","ALL","1981","32.59"
"UZB","","ALL","1982","29.49"
"UZB","","ALL","1985","32.16"
"UZB","","ALL","1986","26.8"
"UZB","","ALL","1987","30.61"
"UZB","","ALL","1988","27.54"
"UZB","","ALL","1989","28.88"
"UZB","","ALL","1990","30.36"
"UZB","","ALL","1991","34.06"
"UZB","","ALL","1992","33.26"
"UZB","","ALL","1993","35.23"
"UZB","","ALL","1994","36.49"
"UZB","","ALL","1995","41.26"
"UZB","","ALL","1996","42.15"
"UZB","","ALL","1997","36.84"
"UZB","","ALL","1998","39.33"
"UZB","","ALL","1999","32.26"
"UZB","","ALL","2000","39.9"
"UZB","","ALL","2001","33.78"
"UZB","","ALL","2002","30.87"
"UZB","","ALL","2003","32.2"
"UZB","","ALL","2004","7.62"
"UZB","","ALL","2005","8.6"
"UZB","","ALL","2009","5.18"
"UZB","","ALL","2010","3.92"
"UZB","","ALL","2011","3.35"
"UZB","","ALL","2012","3.11"
"UZB","","ALL","2013","3.39"
"UZB","","ALL","2014","3.04"
"UZB","","ALL","2015","2.84"
"UZB","","ALL","2016","2.91"
"","WESTERN_BALKANS","ALL","1998","4.68"
"","WESTERN_BALKANS","ALL","1999","4.98"
"","WESTERN_BALKANS","ALL","2000","4.9"
"","WESTERN_BALKANS","ALL","2001","3.92"
"","WESTERN_BALKANS","ALL","2002","3.89"
"","WESTERN_BALKANS","ALL","2003","4.3"
"","WESTERN_BALKANS","ALL","2004","4.02"
"","WESTERN_BALKANS","ALL","2005","4.07"
"","WESTERN_BALKANS","ALL","2006","3.48"
"","WESTERN_BALKANS","ALL","2007","3.49"
"","WESTERN_BALKANS","ALL","2008","3.51"
"","WESTERN_BALKANS","ALL","2009","3.46"
"","WESTERN_BALKANS","ALL","2011","3.54"
"","WESTERN_BALKANS","ALL","2016","3.93"
"","WESTERN_BALKANS","ALL","2017","4.02"
"","WESTERN_BALKANS","ALL","2019","4.09"
"","WESTERN_BALKANS","ALL","2021","3.25"
"","WHO_EURO","ALL","1981","13.1"
"","WHO_EURO","ALL","1982","12.51"
"","WHO_EURO","ALL","1985","15.77"
"","WHO_EURO","ALL","1986","14.55"
"","WHO_EURO","ALL","1987","14.74"
"","WHO_EURO","ALL","1988","15.55"
"","WHO_EURO","ALL","1989","15.72"
"","WHO_EURO","ALL","1990","16.06"
"","WHO_EURO","ALL","1991","14.62"
"","WHO_EURO","ALL","1992","14.54"
"","WHO_EURO","ALL","1993","16.07"
"","WHO_EURO","ALL","1994","16.73"
"","WHO_EURO","ALL","1995","15.79"
"","WHO_EURO","ALL","1996","15.26"
"","WHO_EURO","ALL","1997","14.47"
"","WHO_EURO","ALL","1998","13.49"
"","WHO_EURO","ALL","1999","13.1"
"","WHO_EURO","ALL","2000","13.74"
"","WHO_EURO","ALL","2001","12.67"
"","WHO_EURO","ALL","2002","12.38"
"","WHO_EURO","ALL","2003","12.29"
"","WHO_EURO","ALL","2004","11.03"
"","WHO_EURO","ALL","2005","10.91"
"","WHO_EURO","ALL","2006","10.57"
"","WHO_EURO","ALL","2007","10.44"
"","WHO_EURO","ALL","2008","10.27"
"","WHO_EURO","ALL","2009","10.17"
"","WHO_EURO","ALL","2010","9.9"
"","WHO_EURO","ALL","2011","9.98"
"","WHO_EURO","ALL","2012","9.73"
"","WHO_EURO","ALL","2013","9.84"
"","WHO_EURO","ALL","2014","9.63"
"","WHO_EURO","ALL","2015","9.78"
"","WHO_EURO","ALL","2016","9.71"
"","WHO_EURO","ALL","2017","9.58"
"","WHO_EURO","ALL","2018","9.54"
"","WHO_EURO","ALL","2019","9.42"
"","WHO_EURO","ALL","2020","9.28"

"Last update","2024.10.07 15:10:22 GMT"
"Description","Bronchitis/emphysema/asthma, all ages, per 100 000, by sex (age-standardized death rate)"
"Reference link","https://dw.euro.who.int/api/v3/measures/HFA_221?lang=En"

"Copyright"
"© WHO Regional Office for Europe 2024. All rights reserved.","https://www.who.int/about/policies/publishing/copyright"
